timestamp,device_id,device_type,cpu_usage,memory_usage,network_in_kb,network_out_kb,packet_rate,avg_response_time_ms,service_access_count,failed_auth_attempts,is_encrypted,geo_location_variation,label
2025-06-20 13:41:35.452400,sensor_24,sensor,35.93,30.639,2678,181,1405,533.898,8,9,1,6.27,Anomaly_DoS
2025-06-20 13:41:36.452400,smart_light_31,smart,38.26,36.5,260,319,201,89.97,7,4,1,12.2,Normal
2025-06-20 13:41:37.452400,smart_light_34,smart,55.54,60.74,523,1097,277,412.49,6,0,0,16.43,Normal
2025-06-20 13:41:38.452400,camera_8,camera,14.37,73.24,161,1006,231,42.41,3,3,1,8.07,Normal
2025-06-20 13:41:39.452400,camera_46,camera,21.51,17.47,1490,128,194,141.36,3,4,1,2.63,Normal
2025-06-20 13:41:40.452400,camera_6,camera,77.18,79.35,827,854,993,444.22,4,4,1,15.18,Normal
2025-06-20 13:41:41.452400,sensor_19,sensor,31.22,13.89,43,813,502,92.34,8,7,0,11.66,Normal
2025-06-20 13:41:42.452400,thermostat_28,thermostat,40.52,47.94,155,1350,294,103.81,4,8,1,5.62,Normal
2025-06-20 13:41:43.452400,camera_11,camera,34.61,71.83,825,1398,950,495.94,2,2,1,17.94,Normal
2025-06-20 13:41:44.452400,camera_37,camera,33.57,57.19,1317,148,156,371.93,4,4,0,13.1,Normal
2025-06-20 13:41:45.452400,thermostat_28,thermostat,19.12,82.93,756,1307,676,476.83,6,8,1,6.13,Normal
2025-06-20 13:41:46.452400,sensor_6,sensor,59.08,84.77,1224,687,817,357.36,9,8,0,7.3,Normal
2025-06-20 13:41:47.452400,camera_44,camera,13.23,16.48,1153,1039,734,340.5,5,5,1,1.36,Normal
2025-06-20 13:41:48.452400,thermostat_22,thermostat,95.0,45.628,2968,474,458,360.48600000000005,3,0,1,19.53,Anomaly_DoS
2025-06-20 13:41:49.452400,smart_light_10,smart,82.34,32.55,2960,1771,2000,310.356,2,9,1,7.95,Anomaly_DoS
2025-06-20 13:41:50.452400,sensor_47,sensor,21.2,21.01,1354,1490,994,230.46,3,0,1,3.44,Normal
2025-06-20 13:41:51.452400,camera_22,camera,40.57,54.92,1117,779,843,461.44,8,6,1,7.38,Normal
2025-06-20 13:41:52.452400,smart_light_7,smart,95.0,90.0,1246,955,447,845.568,1,2,1,9.82,Anomaly_DoS
2025-06-20 13:41:53.452400,sensor_41,sensor,67.71,75.97,860,1027,711,27.67,9,9,0,7.2,Normal
2025-06-20 13:41:54.452400,sensor_41,sensor,24.2,45.5,1102,1242,721,212.07,7,0,1,8.64,Normal
2025-06-20 13:41:55.452400,smart_light_2,smart,88.95,84.73,382,730,578,325.39,4,8,0,10.49,Normal
2025-06-20 13:41:56.452400,smart_light_9,smart,54.34,39.1,487,955,444,486.63,4,6,1,3.92,Normal
2025-06-20 13:41:57.452400,thermostat_27,thermostat,44.13,59.27,668,435,497,234.56,9,9,0,0.38,Normal
2025-06-20 13:41:58.452400,smart_light_39,smart,41.6,35.57,342,823,615,24.9,7,0,0,7.65,Normal
2025-06-20 13:41:59.452400,smart_light_20,smart,83.84,65.76,775,1427,688,407.87,9,10,0,17.81,Normal
2025-06-20 13:42:00.452400,camera_32,camera,15.65,25.77,948,249,467,250.49,5,6,1,16.45,Normal
2025-06-20 13:42:01.452400,smart_light_22,smart,49.16,75.15,1162,967,580,131.47,7,2,1,16.09,Normal
2025-06-20 13:42:02.452400,sensor_28,sensor,93.725,49.489000000000004,2284,1803,1324,638.352,7,8,1,5.83,Anomaly_DoS
2025-06-20 13:42:03.452400,sensor_1,sensor,32.62,63.1,773,773,958,403.69,3,1,0,8.13,Normal
2025-06-20 13:42:04.452400,smart_light_37,smart,76.4,15.49,488,516,393,144.39,6,1,1,7.9,Normal
2025-06-20 13:42:05.452400,thermostat_2,thermostat,53.38,30.44,1293,316,877,105.96,4,8,1,15.58,Normal
2025-06-20 13:42:06.452400,thermostat_13,thermostat,49.41,27.79,1297,200,219,143.23,12,9,0,15.192052888921758,Anomaly_Spoofing
2025-06-20 13:42:07.452400,camera_39,camera,51.56,17.31,1172,206,939,51.3,8,4,1,5.96,Normal
2025-06-20 13:42:08.452400,thermostat_43,thermostat,65.99,34.99,1082,726,529,363.89,2,3,0,5.33,Normal
2025-06-20 13:42:09.452400,camera_47,camera,77.26,69.24,1485,44,146,181.91,7,7,1,6.31,Normal
2025-06-20 13:42:10.452400,sensor_35,sensor,37.68,27.06,1365,825,163,299.46,2,0,1,5.44,Normal
2025-06-20 13:42:11.452400,camera_1,camera,95.0,90.0,1310,388,687,502.218,6,7,1,17.37,Anomaly_DoS
2025-06-20 13:42:12.452400,smart_light_50,smart,31.45,55.9,13,712,401,77.67,9,5,0,2.16,Normal
2025-06-20 13:42:13.452400,thermostat_42,thermostat,31.24,65.05,279,124,969,160.9,1,0,1,2.82,Normal
2025-06-20 13:42:14.452400,sensor_8,sensor,27.8,81.88,33,1191,782,259.82,9,10,1,0.27,Normal
2025-06-20 13:42:15.452400,camera_32,camera,49.62,29.01,1145,268,875,214.63,2,1,0,0.69,Normal
2025-06-20 13:42:16.452400,camera_48,camera,65.16,79.63,1455,1312,392,454.81,6,5,1,1.27,Normal
2025-06-20 13:42:17.452400,camera_38,camera,55.505,65.54400000000001,932,765,1624,86.868,6,3,0,6.73,Anomaly_DoS
2025-06-20 13:42:18.452400,thermostat_17,thermostat,80.0,14.29,2622,91,437,431.39,14,13,0,17.0,Anomaly_Injection
2025-06-20 13:42:19.452400,sensor_15,sensor,87.05,19.21,721,353,768,71.83,7,0,0,13.51,Normal
2025-06-20 13:42:20.452400,sensor_43,sensor,60.51,42.57,757,159,273,458.43,4,1,0,8.06,Normal
2025-06-20 13:42:21.452400,smart_light_44,smart,13.79,76.32,1132,146,154,79.36,6,2,1,3.18,Normal
2025-06-20 13:42:22.452400,camera_30,camera,89.61,53.02,1306,1097,50,222.14,4,8,0,19.04,Normal
2025-06-20 13:42:23.452400,smart_light_11,smart,37.07,61.56,888,1107,65,466.78,9,7,0,11.09,Normal
2025-06-20 13:42:24.452400,sensor_8,sensor,23.15,75.21,1266,939,885,371.11,17,7,1,17.462456520224972,Anomaly_Spoofing
2025-06-20 13:42:25.452400,sensor_38,sensor,37.59,24.84,584,1451,195,303.73,1,7,0,16.65,Normal
2025-06-20 13:42:26.452400,sensor_31,sensor,63.46,49.16,948,184,862,183.27,2,0,0,0.3,Normal
2025-06-20 13:42:27.452400,smart_light_4,smart,14.86,60.37,1080,231,607,251.85,9,5,0,13.3,Normal
2025-06-20 13:42:28.452400,smart_light_23,smart,51.63,31.28,698,378,679,305.16,3,0,0,0.24,Normal
2025-06-20 13:42:29.452400,thermostat_35,thermostat,88.62,13.97,1072,1279,622,301.73,14,8,0,18.399275645624158,Anomaly_Spoofing
2025-06-20 13:42:30.452400,camera_21,camera,41.17,16.34,20,404,815,313.57,13,10,1,19.952980423443258,Anomaly_Spoofing
2025-06-20 13:42:31.452400,smart_light_27,smart,11.56,70.17,696,422,769,485.77,4,8,0,15.31,Normal
2025-06-20 13:42:32.452400,sensor_19,sensor,35.7,66.85,1448,979,242,351.26,8,2,0,8.07,Normal
2025-06-20 13:42:33.452400,smart_light_40,smart,59.76,28.94,687,257,836,66.42,1,4,0,10.69,Normal
2025-06-20 13:42:34.452400,camera_3,camera,56.6,78.87,312,1169,645,376.0,2,9,1,8.93,Normal
2025-06-20 13:42:35.452400,smart_light_7,smart,38.49,62.47,894,1451,143,247.32,7,0,1,7.38,Normal
2025-06-20 13:42:36.452400,thermostat_43,thermostat,83.86,73.94,1703,917,474,196.6,17,7,0,16.027396497289907,Anomaly_Spoofing
2025-06-20 13:42:37.452400,thermostat_22,thermostat,31.09,70.16,27,578,573,170.9,2,7,1,1.43,Normal
2025-06-20 13:42:38.452400,sensor_36,sensor,89.13,76.48,475,33,542,174.32,2,4,1,15.81,Normal
2025-06-20 13:42:39.452400,thermostat_12,thermostat,37.05,82.96,1062,1261,623,289.62,4,4,0,1.66,Normal
2025-06-20 13:42:40.452400,sensor_36,sensor,80.0,35.49,545,125,82,248.2,15,13,0,2.57,Anomaly_Injection
2025-06-20 13:42:41.452400,camera_12,camera,51.18,38.43,814,96,537,283.98,8,6,1,3.99,Normal
2025-06-20 13:42:42.452400,thermostat_45,thermostat,75.18,66.36,1372,1370,767,464.12,3,0,1,3.11,Normal
2025-06-20 13:42:43.452400,thermostat_11,thermostat,32.43,72.99,477,1229,375,403.76,8,5,0,13.56,Normal
2025-06-20 13:42:44.452400,smart_light_41,smart,88.37,64.77,375,1476,685,229.15,5,7,0,15.32,Normal
2025-06-20 13:42:45.452400,thermostat_44,thermostat,70.26,73.08,368,1422,265,250.63,2,1,0,8.69,Normal
2025-06-20 13:42:46.452400,sensor_37,sensor,61.99,46.89,380,586,596,450.93,4,3,1,11.5,Normal
2025-06-20 13:42:47.452400,sensor_8,sensor,82.87,73.08,286,548,789,370.9,7,9,1,3.19,Normal
2025-06-20 13:42:48.452400,sensor_15,sensor,46.81,62.14,614,851,760,261.74,6,0,0,6.86,Normal
2025-06-20 13:42:49.452400,smart_light_46,smart,39.21,24.07,1487,914,198,98.91,3,4,0,14.36,Normal
2025-06-20 13:42:50.452400,thermostat_48,thermostat,49.91,50.17,1047,1096,747,58.28,8,8,1,3.49,Normal
2025-06-20 13:42:51.452400,camera_43,camera,80.0,26.91,2232,805,179,284.13,18,8,0,3.38,Anomaly_Injection
2025-06-20 13:42:52.452400,sensor_42,sensor,21.71,38.18,1378,110,362,407.04,4,9,0,1.1,Normal
2025-06-20 13:42:53.452400,camera_29,camera,95.0,90.0,1746,1834,334,606.708,2,10,0,13.97,Anomaly_DoS
2025-06-20 13:42:54.452400,smart_light_29,smart,55.61,26.62,881,1017,902,446.65,9,9,1,16.82,Normal
2025-06-20 13:42:55.452400,thermostat_25,thermostat,53.27,73.69,1086,1109,158,106.22,2,4,1,4.18,Normal
2025-06-20 13:42:56.452400,thermostat_40,thermostat,85.16,58.757999999999996,166,1632,1030,103.35600000000001,8,3,1,0.39,Anomaly_DoS
2025-06-20 13:42:57.452400,camera_34,camera,54.79,66.79,565,865,55,133.78,6,5,0,15.81,Normal
2025-06-20 13:42:58.452400,smart_light_30,smart,19.15,82.47,597,1387,541,329.14,2,6,0,17.69,Normal
2025-06-20 13:42:59.452400,thermostat_47,thermostat,17.0,84.06,594,254,607,435.54,4,9,0,0.17,Normal
2025-06-20 13:43:00.452400,thermostat_11,thermostat,79.78,53.6,148,1359,774,275.67,5,1,0,14.12,Normal
2025-06-20 13:43:01.452400,thermostat_10,thermostat,38.97,59.11,234,222,314,445.19,8,6,0,9.84,Normal
2025-06-20 13:43:02.452400,sensor_48,sensor,56.84,57.07,566,1054,610,190.09,3,7,1,19.62,Normal
2025-06-20 13:43:03.452400,sensor_6,sensor,32.74,23.05,1253,1218,242,427.37,9,9,0,6.63,Normal
2025-06-20 13:43:04.452400,camera_10,camera,74.435,40.766000000000005,1840,1566,440,216.486,3,2,0,8.92,Anomaly_DoS
2025-06-20 13:43:05.452400,sensor_34,sensor,75.9,26.82,1213,1335,204,496.58,5,5,0,11.04,Normal
2025-06-20 13:43:06.452400,sensor_27,sensor,59.29,70.21,983,1104,442,303.18,3,5,0,7.26,Normal
2025-06-20 13:43:07.452400,sensor_30,sensor,60.53,13.08,872,830,190,468.07,1,2,0,1.03,Normal
2025-06-20 13:43:08.452400,thermostat_41,thermostat,78.9,73.02,600,1463,975,79.99,5,10,1,1.07,Normal
2025-06-20 13:43:09.452400,camera_17,camera,38.62,15.38,249,1340,845,431.81,1,3,0,11.38,Normal
2025-06-20 13:43:10.452400,smart_light_49,smart,71.93,61.87,755,191,775,447.15,3,2,0,10.79,Normal
2025-06-20 13:43:11.452400,smart_light_46,smart,49.23,64.99,1389,685,465,128.52,2,10,0,0.77,Normal
2025-06-20 13:43:12.452400,camera_42,camera,75.41,40.18,119,831,338,486.31,5,7,0,2.06,Normal
2025-06-20 13:43:13.452400,camera_39,camera,95.0,90.0,1752,1746,845,495.018,8,0,1,1.5,Anomaly_DoS
2025-06-20 13:43:14.452400,smart_light_26,smart,30.75,57.02,764,1156,182,426.72,6,7,0,4.07,Normal
2025-06-20 13:43:15.452400,sensor_27,sensor,14.52,83.65,671,408,184,137.22,5,7,1,17.06,Normal
2025-06-20 13:43:16.452400,sensor_31,sensor,26.68,37.61,1197,999,50,140.15,2,7,1,0.83,Normal
2025-06-20 13:43:17.452400,smart_light_8,smart,85.77,56.57,817,1291,593,297.29,2,3,1,12.41,Normal
2025-06-20 13:43:18.452400,camera_47,camera,63.44,76.1,643,313,571,486.83,1,10,0,0.07,Normal
2025-06-20 13:43:19.452400,sensor_46,sensor,12.87,72.35,11,340,981,378.0,2,8,1,4.44,Normal
2025-06-20 13:43:20.452400,sensor_29,sensor,90.005,35.41,1966,1123,1059,459.59400000000005,3,1,1,4.27,Anomaly_DoS
2025-06-20 13:43:21.452400,thermostat_22,thermostat,43.22,88.983,1492,1603,1909,893.988,3,4,1,3.36,Anomaly_DoS
2025-06-20 13:43:22.452400,sensor_48,sensor,82.97,40.12,1207,211,298,25.31,9,8,1,0.11,Normal
2025-06-20 13:43:23.452400,smart_light_23,smart,23.73,51.81,1277,1193,256,442.51,1,5,1,6.64,Normal
2025-06-20 13:43:24.452400,sensor_23,sensor,31.04,59.19,67,1282,961,133.4,9,4,0,18.12,Normal
2025-06-20 13:43:25.452400,thermostat_26,thermostat,60.11,48.02,1164,781,745,64.54,3,8,0,7.89,Normal
2025-06-20 13:43:26.452400,smart_light_25,smart,59.599999999999994,50.464000000000006,2288,402,508,278.244,2,7,1,4.06,Anomaly_DoS
2025-06-20 13:43:27.452400,sensor_19,sensor,72.64,43.08,656,792,93,493.85,8,10,0,5.86,Normal
2025-06-20 13:43:28.452400,thermostat_12,thermostat,14.54,56.3,892,471,343,272.37,8,6,0,2.18,Normal
2025-06-20 13:43:29.452400,smart_light_23,smart,50.79,42.78,704,1365,546,353.56,9,6,0,6.05,Normal
2025-06-20 13:43:30.452400,thermostat_27,thermostat,38.7,26.99,981,388,238,493.64,7,3,0,16.29,Normal
2025-06-20 13:43:31.452400,smart_light_23,smart,87.5,82.83,506,782,923,32.3,9,6,1,17.16,Normal
2025-06-20 13:43:32.452400,thermostat_36,thermostat,47.44,48.77,81,838,127,146.69,8,10,0,10.09,Normal
2025-06-20 13:43:33.452400,camera_26,camera,70.15,79.89,265,396,589,475.8,8,4,1,12.79,Normal
2025-06-20 13:43:34.452400,camera_24,camera,95.0,70.185,1222,2220,1842,693.4140000000001,7,8,1,11.34,Anomaly_DoS
2025-06-20 13:43:35.452400,smart_light_15,smart,36.33,42.46,126,143,387,75.54,17,11,1,19.514269862491325,Anomaly_Spoofing
2025-06-20 13:43:36.452400,camera_35,camera,38.0,38.44,1193,1031,815,195.15,8,5,0,18.99,Normal
2025-06-20 13:43:37.452400,smart_light_39,smart,32.19,63.9,95,786,160,419.82,4,2,1,12.09,Normal
2025-06-20 13:43:38.452400,thermostat_29,thermostat,56.57,17.82,159,861,318,73.48,3,2,1,3.81,Normal
2025-06-20 13:43:39.452400,camera_27,camera,13.17,38.49,1024,178,587,92.79,1,9,1,1.84,Normal
2025-06-20 13:43:40.452400,camera_21,camera,42.136,44.92,1209,503,379,442.49,14,9,0,13.16,Anomaly_Injection
2025-06-20 13:43:41.452400,camera_44,camera,35.92,23.88,1049,1494,820,177.34,2,1,1,16.35,Normal
2025-06-20 13:43:42.452400,smart_light_16,smart,42.18,53.87,73,1211,206,386.49,6,2,0,8.25,Normal
2025-06-20 13:43:43.452400,smart_light_30,smart,95.0,80.416,690,303,1759,632.2320000000001,6,6,0,5.57,Anomaly_DoS
2025-06-20 13:43:44.452400,camera_23,camera,42.17,21.04,1134,32,50,270.06,4,1,0,2.88,Normal
2025-06-20 13:43:45.452400,sensor_8,sensor,67.84,79.91,428,907,746,315.59,4,6,0,11.11,Normal
2025-06-20 13:43:46.452400,sensor_42,sensor,67.97,80.74,1160,479,673,459.79,5,3,1,1.91,Normal
2025-06-20 13:43:47.452400,camera_35,camera,61.29,55.37,210,366,673,487.36,2,1,1,12.28,Normal
2025-06-20 13:43:48.452400,sensor_24,sensor,47.91,35.48,1372,1406,167,359.03,7,7,1,18.47,Normal
2025-06-20 13:43:49.452400,thermostat_32,thermostat,15.85,79.89,377,1288,829,400.93,3,0,0,15.19,Normal
2025-06-20 13:43:50.452400,thermostat_18,thermostat,30.95,33.23,1227,880,304,355.79,8,10,1,11.15,Normal
2025-06-20 13:43:51.452400,camera_33,camera,27.5,53.48,882,950,781,490.79,1,1,0,3.83,Normal
2025-06-20 13:43:52.452400,camera_2,camera,75.2,49.67,1120,629,839,222.16,9,2,0,7.82,Normal
2025-06-20 13:43:53.452400,thermostat_23,thermostat,32.51,17.65,1274,1424,894,384.78,4,2,1,6.16,Normal
2025-06-20 13:43:54.452400,sensor_45,sensor,32.77,66.97,523,1179,982,110.65,2,3,0,2.39,Normal
2025-06-20 13:43:55.452400,smart_light_1,smart,14.72,61.82,893,851,583,53.38,3,9,1,5.32,Normal
2025-06-20 13:43:56.452400,sensor_30,sensor,67.984,75.92,2624,644,250,202.73,16,8,0,4.08,Anomaly_Injection
2025-06-20 13:43:57.452400,thermostat_28,thermostat,88.28,19.87,853,1200,939,116.46,2,3,0,9.94,Normal
2025-06-20 13:43:58.452400,thermostat_4,thermostat,40.75,28.7,150,553,285,102.57,4,7,0,1.63,Normal
2025-06-20 13:43:59.452400,camera_37,camera,95.0,86.409,1448,304,1700,101.16000000000001,9,5,0,16.85,Anomaly_DoS
2025-06-20 13:44:00.452400,thermostat_21,thermostat,47.68,60.39,142,737,820,57.53,2,5,1,15.55,Normal
2025-06-20 13:44:01.452400,smart_light_13,smart,46.67,59.87,1229,226,471,290.05,6,9,1,16.96,Normal
2025-06-20 13:44:02.452400,camera_44,camera,48.11,33.79,1205,1346,361,368.64,2,4,1,1.8,Normal
2025-06-20 13:44:03.452400,camera_13,camera,40.12,40.52,179,162,707,365.03,1,1,1,10.14,Normal
2025-06-20 13:44:04.452400,thermostat_30,thermostat,54.77,47.39,1468,692,547,168.88,3,2,1,16.38,Normal
2025-06-20 13:44:05.452400,smart_light_11,smart,84.23,34.13,1273,638,526,105.5,6,2,0,19.05,Normal
2025-06-20 13:44:06.452400,thermostat_22,thermostat,41.06,53.480000000000004,2088,615,967,286.632,9,4,0,9.74,Anomaly_DoS
2025-06-20 13:44:07.452400,thermostat_30,thermostat,20.71,19.17,472,607,292,284.26,8,9,1,15.76,Normal
2025-06-20 13:44:08.452400,thermostat_38,thermostat,56.32,64.32,997,108,636,438.59,8,0,1,9.4,Normal
2025-06-20 13:44:09.452400,camera_40,camera,36.07,38.34,853,620,351,76.94,1,5,0,0.59,Normal
2025-06-20 13:44:10.452400,sensor_49,sensor,89.51,37.2,118,855,676,346.77,9,7,1,4.26,Normal
2025-06-20 13:44:11.452400,smart_light_35,smart,95.0,90.0,1384,2143,669,329.32800000000003,7,6,0,18.9,Anomaly_DoS
2025-06-20 13:44:12.452400,smart_light_37,smart,16.23,60.45,1415,163,187,345.09,6,2,0,5.97,Normal
2025-06-20 13:44:13.452400,smart_light_18,smart,84.92,39.0,518,1263,563,232.18,5,3,1,14.34,Normal
2025-06-20 13:44:14.452400,smart_light_10,smart,16.67,35.02,1292,1101,78,240.93,3,4,0,15.86,Normal
2025-06-20 13:44:15.452400,sensor_42,sensor,21.51,20.87,1114,1480,393,434.48,4,0,1,13.14,Normal
2025-06-20 13:44:16.452400,thermostat_41,thermostat,48.94,65.74,95,828,998,380.76,3,7,0,6.11,Normal
2025-06-20 13:44:17.452400,sensor_45,sensor,65.13,21.17,20,1161,601,342.99,1,4,1,7.57,Normal
2025-06-20 13:44:18.452400,sensor_30,sensor,52.54,62.34,1268,436,907,342.63,4,3,0,13.24,Normal
2025-06-20 13:44:19.452400,camera_16,camera,62.89,26.02,19,192,955,431.99,2,3,1,13.19,Normal
2025-06-20 13:44:20.452400,camera_6,camera,83.29,78.7,850,1088,397,54.62,5,4,1,6.36,Normal
2025-06-20 13:44:21.452400,sensor_19,sensor,42.56,23.04,1105,1422,702,256.3,4,3,0,11.02,Normal
2025-06-20 13:44:22.452400,thermostat_39,thermostat,62.1,19.5,1188,18,845,261.1,4,7,1,2.42,Normal
2025-06-20 13:44:23.452400,sensor_38,sensor,56.74,16.68,1300,460,176,140.57,5,1,1,11.2,Normal
2025-06-20 13:44:24.452400,camera_6,camera,37.08,69.13,573,661,134,85.09,1,4,1,2.93,Normal
2025-06-20 13:44:25.452400,sensor_37,sensor,82.02,61.37,1011,227,521,254.55,3,4,1,5.4,Normal
2025-06-20 13:44:26.452400,camera_45,camera,71.0,32.36,892,1379,516,309.91,8,0,1,14.42,Normal
2025-06-20 13:44:27.452400,smart_light_37,smart,11.08,20.86,410,651,279,241.45,8,8,1,19.46,Normal
2025-06-20 13:44:28.452400,sensor_9,sensor,95.0,90.0,1044,319,1799,702.72,3,9,1,10.77,Anomaly_DoS
2025-06-20 13:44:29.452400,thermostat_4,thermostat,95.0,90.0,1366,648,834,794.682,7,4,0,11.99,Anomaly_DoS
2025-06-20 13:44:30.452400,smart_light_6,smart,47.716,40.48,1513,550,57,253.65,17,12,0,15.75,Anomaly_Injection
2025-06-20 13:44:31.452400,smart_light_22,smart,20.29,71.84,148,754,89,412.34,5,2,0,12.41,Normal
2025-06-20 13:44:32.452400,camera_43,camera,49.91,44.58,282,1415,730,292.06,2,1,0,8.01,Normal
2025-06-20 13:44:33.452400,sensor_39,sensor,37.38,66.66,386,1004,903,422.44,16,9,0,18.018189402740017,Anomaly_Spoofing
2025-06-20 13:44:34.452400,camera_6,camera,78.515,66.45400000000001,1620,115,1223,558.738,9,5,1,14.49,Anomaly_DoS
2025-06-20 13:44:35.452400,camera_46,camera,12.26,23.14,718,1464,603,425.24,1,6,0,8.74,Normal
2025-06-20 13:44:36.452400,thermostat_5,thermostat,11.79,28.62,1218,937,285,424.14,7,1,0,10.03,Normal
2025-06-20 13:44:37.452400,smart_light_30,smart,26.247999999999998,77.98,1810,855,936,86.4,13,10,0,3.09,Anomaly_Injection
2025-06-20 13:44:38.452400,thermostat_9,thermostat,51.25,64.53,785,714,286,388.66,1,9,1,4.63,Normal
2025-06-20 13:44:39.452400,camera_29,camera,13.61,23.28,617,54,230,39.53,8,0,0,17.8,Normal
2025-06-20 13:44:40.452400,sensor_29,sensor,65.88,54.59,1195,429,743,178.49,4,8,0,19.6,Normal
2025-06-20 13:44:41.452400,smart_light_45,smart,77.67,41.4,1358,154,903,446.86,6,6,0,6.49,Normal
2025-06-20 13:44:42.452400,smart_light_26,smart,75.78,30.41,221,831,133,191.54,6,4,1,4.15,Normal
2025-06-20 13:44:43.452400,sensor_19,sensor,43.1,33.11,312,954,602,288.32,17,9,1,15.006092464071978,Anomaly_Spoofing
2025-06-20 13:44:44.452400,camera_22,camera,55.79,65.4,1209,173,845,22.46,1,3,1,6.21,Normal
2025-06-20 13:44:45.452400,smart_light_48,smart,73.44,79.11,604,950,475,154.25,8,9,1,11.74,Normal
2025-06-20 13:44:46.452400,sensor_42,sensor,65.15,56.29,135,1246,50,351.57,2,7,0,10.95,Normal
2025-06-20 13:44:47.452400,smart_light_40,smart,20.19,82.71,654,1192,797,78.26,6,0,0,19.98,Normal
2025-06-20 13:44:48.452400,thermostat_48,thermostat,40.57,17.17,1148,895,715,275.38,3,8,1,9.36,Normal
2025-06-20 13:44:49.452400,thermostat_19,thermostat,56.85,27.82,1282,623,716,473.16,4,5,0,9.23,Normal
2025-06-20 13:44:50.452400,camera_23,camera,24.69,38.21,798,352,50,143.74,7,10,1,17.17,Normal
2025-06-20 13:44:51.452400,thermostat_7,thermostat,20.48,60.38,516,458,435,437.93,6,10,1,12.81,Normal
2025-06-20 13:44:52.452400,camera_31,camera,19.16,19.05,758,1080,199,282.95,9,7,0,10.25,Normal
2025-06-20 13:44:53.452400,thermostat_10,thermostat,48.46,53.9,1041,460,337,95.14,9,0,1,0.95,Normal
2025-06-20 13:44:54.452400,smart_light_5,smart,46.86,61.27,1069,943,343,57.06,9,2,0,3.81,Normal
2025-06-20 13:44:55.452400,smart_light_13,smart,82.7,26.91,115,134,361,92.95,5,3,1,9.08,Normal
2025-06-20 13:44:56.452400,thermostat_47,thermostat,76.9,62.18,1050,890,52,378.68,4,3,1,16.72,Normal
2025-06-20 13:44:57.452400,camera_37,camera,29.73,60.26,1181,176,140,499.95,11,11,0,16.73956164060316,Anomaly_Spoofing
2025-06-20 13:44:58.452400,smart_light_15,smart,78.44,57.33,1021,958,326,418.01,1,1,0,7.35,Normal
2025-06-20 13:44:59.452400,camera_5,camera,86.36,38.39,35,296,944,427.64,2,3,0,19.55,Normal
2025-06-20 13:45:00.452400,sensor_7,sensor,54.065,90.0,2536,2053,559,296.712,7,7,1,10.11,Anomaly_DoS
2025-06-20 13:45:01.452400,thermostat_46,thermostat,49.995999999999995,62.16,2107,304,90,295.69,17,11,0,17.56,Anomaly_Injection
2025-06-20 13:45:02.452400,camera_20,camera,13.6,57.84,80,178,371,129.74,2,3,0,15.86,Normal
2025-06-20 13:45:03.452400,camera_20,camera,62.87,63.55500000000001,2724,1770,1246,117.12599999999999,9,6,1,14.18,Anomaly_DoS
2025-06-20 13:45:04.452400,smart_light_11,smart,12.81,81.16,116,908,396,490.83,9,10,0,11.98,Normal
2025-06-20 13:45:05.452400,sensor_27,sensor,95.0,90.0,2464,1353,759,306.18,6,0,1,13.76,Anomaly_DoS
2025-06-20 13:45:06.452400,sensor_39,sensor,39.72,76.58,606,1050,213,189.48,5,0,1,0.75,Normal
2025-06-20 13:45:07.452400,smart_light_13,smart,13.35,30.24,1243,332,886,363.71,7,5,0,13.48,Normal
2025-06-20 13:45:08.452400,camera_19,camera,88.1,57.53,977,685,872,47.55,4,5,1,5.73,Normal
2025-06-20 13:45:09.452400,thermostat_41,thermostat,41.84,45.99,1434,1387,613,29.54,6,5,1,1.37,Normal
2025-06-20 13:45:10.452400,camera_8,camera,38.78,32.84,1267,36,789,416.68,17,6,1,15.996699392360885,Anomaly_Spoofing
2025-06-20 13:45:11.452400,thermostat_38,thermostat,95.0,88.06,2880,1036,649,355.824,9,0,0,2.31,Anomaly_DoS
2025-06-20 13:45:12.452400,thermostat_17,thermostat,81.38,49.73,114,605,247,296.13,2,2,0,18.83,Normal
2025-06-20 13:45:13.452400,smart_light_18,smart,26.9,57.47,1248,897,657,216.47,1,2,0,2.63,Normal
2025-06-20 13:45:14.452400,camera_48,camera,66.17,69.79,1265,550,969,327.98,2,7,1,1.35,Normal
2025-06-20 13:45:15.452400,camera_18,camera,53.59,65.58,36,43,580,495.14,7,3,0,3.03,Normal
2025-06-20 13:45:16.452400,camera_48,camera,16.98,71.08,1216,690,50,387.8,4,4,1,16.33,Normal
2025-06-20 13:45:17.452400,sensor_17,sensor,35.836,44.74,1429,392,989,386.19,15,11,0,4.82,Anomaly_Injection
2025-06-20 13:45:18.452400,smart_light_19,smart,40.77,18.31,1497,393,105,118.51,6,7,0,6.71,Normal
2025-06-20 13:45:19.452400,thermostat_13,thermostat,23.12,45.12,1008,1000,50,382.6,3,8,1,18.44,Normal
2025-06-20 13:45:20.452400,camera_40,camera,35.29599999999999,39.96,855,519,317,390.19,19,10,0,7.0,Anomaly_Injection
2025-06-20 13:45:21.452400,camera_36,camera,87.7,40.26,203,409,724,145.69,7,10,1,18.3,Normal
2025-06-20 13:45:22.452400,sensor_23,sensor,39.93,24.45,1078,662,50,297.66,6,5,1,13.63,Normal
2025-06-20 13:45:23.452400,sensor_47,sensor,68.82,58.42,514,1254,935,165.01,3,5,1,10.26,Normal
